id,name_ru
1728,Пылающий меч Тибу
1729,Джутовый мешок Ночного Дозора
1730,Поношенный кольчужный пояс
1731,Поношенные кольчужные сапоги
1732,Поношенные кольчужные наручи
1733,Поношенный плащ
1734,Поношенные кольчужные перчатки
1735,Поношенные кольчужные штаны
1737,Поношенная кольчужная рубаха
1738,Шнурованный кольчужный пояс
1739,Шнурованные кольчужные сапоги
1740,Шнурованные наручи
1741,Шнурованный плащ
1742,Шнурованные кольчужные перчатки
1743,Шнурованные кольчужные штаны
1744,Шнурованные кольчужные наплечные пластины
1745,Шнурованная кольчужная рубаха
1746,Клепаный кольчужный пояс
1747,Клепаные кольчужные сапоги
1748,Клепаные кольчужные наручи
1749,Клепаный кольчужный плащ
1750,Клепаные кольчужные перчатки
1751,Клепаные кольчужные штаны
1752,Клепаные кольчужные наплечные пластины
1753,Клепаный кольчужный нагрудник
1754,Усиленный плетеный пояс
1755,Усиленные плетеные сапоги
1756,Усиленные плетеные наручи
1757,Усиленный плетеный плащ
1758,Усиленные плетеные перчатки
1759,Усиленные плетеные штаны
1760,Усиленные плетеные наплечные пластины
1761,Усиленный плетеный нагрудник
1764,Холщовые ботинки
1766,Холщовый плащ
1767,Холщовые перчатки
1768,Холщовые штаны
1769,Холщовые наплечные пластины
1770,Холщовый жилет
1772,Парчовые ботинки
1774,Парчовый плащ
1775,Парчовые перчатки
1776,Парчовые штаны
1777,Парчовые наплечные пластины
1778,Парчовый жилет
1780,Вышитые крестом сандалии
1782,Вышитый крестом плащ
1783,Вышитые крестом перчатки
1784,Вышитые крестом штаны
1785,Вышитые крестом наплечные пластины
1786,Вышитый крестом жилет
1787,Заплатанный кожаный пояс
1788,Заплатанные кожаные сапоги
1789,Заплатанные кожаные наручи
1790,Заплатанный плащ
1791,Заплатанные кожаные перчатки
1792,Заплатанные кожаные штаны
1793,Заплатанные кожаные наплечные пластины
1794,Заплатанный кожаный жакет
1795,Сыромятный пояс
1796,Сыромятные сапоги
1797,Сыромятные наручи
1798,Сыромятный плащ
1799,Сыромятные перчатки
1800,Сыромятные штаны
1801,Сыромятные наплечные пластины
1802,Сыромятный мундир
1803,Жесткий кожаный пояс
1804,Жесткие кожаные сапоги
1805,Жесткие кожаные наручи
1806,Жесткий плащ
1807,Жесткие кожаные перчатки
1808,Жесткие кожаные штаны
1809,Жесткие кожаные наплечные пластины
1810,Жесткий кожаный доспех
1811,Затупленный клеймор
1812,Боевой топор с короткой рукоятью
1813,Треснувший окованный посох
1814,Побитая киянка
1815,Фигурная палица
1816,Несбалансированный топор
1817,Готовый короткий меч
1818,Обычный клеймор
1819,Кирка рудокопа
1820,Деревянная кувалда
1821,Погнутый клинок
1822,Кедровая трость
1823,Неструганая деревянная рапира
1824,Сияющая секира
1825,Громоздкий ослоп
1826,Каменная кувалда
1827,Колун для разделки туш
1828,Каменная секира
1829,Короткая абордажная сабля
1830,Длинный полуторный меч
1831,Дубовый воинский посох
1832,Счастливые брюки
1835,Грязный кожаный пояс
1836,Грязные кожаные наручи
1839,Грубый кожаный пояс
1840,Грубые кожаные наручи
1843,Дубленый кожаный пояс
1844,Дубленые кожаные наручи
1845,Кольчужный пояс
1846,Кольчужные наручи
1849,Пояс из обработанной кожи
1850,Наручи из обработанной кожи
1852,Чешуйчатые наручи
1853,Чешуйчатый пояс
1875,Амулет Крапивца
1893,Месть горняка
1894,Карточка Союза шахтеров
1902,"Monster - Mace, Basic Wooden Hammer"
1911,"Monster - Tool, Wrench Small"
1913,Обитая гвоздями дубинка
1917,Изукрашенный кинжал
1922,Припасы для Свена
1923,Сумка посла
1925,Рапира Братства Справедливости
1926,Сгущенный сок
1927,Колун Мертвых копей
1928,Посох мага Братства Справедливости
1929,Шелкотканые брюки
1930,Плащ каменщика
1931,Коготь большого гнолла
1933,Посох колдовства
1934,Брюки Дробителя
1935,Клинок убийцы
1936,Гоблинская отвертка
1937,Свисторез
1938,Киянка из чурбана
1939,Бурдюк со сладким ромом
1941,"Бочонок \""Мерло\"""
1942,Бутылка самогона
1943,Гоблинские кольчужные поножи
1944,Перчатки для работы с металлом
1945,Перчатки для работы с деревом
1946,Зеркальце Мэри
1951,Черноводная абордажная сабля
1955,Плетеные сапоги Драконьей Пасти
1956,Выцветшая подвеска Темношкуров
1958,Окаменелая берцовая кость
1959,Кирка холодного железа
1962,Светящаяся подвеска Темношкуров
1965,Перчатки белого волка
1968,Монокль огров
1970,Восстанавливающий бальзам
1971,Документ Хмуроброва
1972,Документ Западного Края
1973,Сфера обмана
1974,Наручи Усилия Разума
1975,Старый большой меч Пайсана
1976,Шлакомолот
1978,Перчатки Волчьего когтя
1979,Стена мертвых
1980,Кольцо нижнего мира
1981,Кольчужный ледяной жакет
1982,Ночной клинок
1986,Кишкодер
1987,Целый горшок Кразека
1988,Рукавицы старшего бригадира
1990,Сбалансированная кувалда
1991,Гоблинская боевая лопата
1992,Фетиш Холодной Трясины
1993,Кольцо огра
1994,Эбеновый разрушитель
1996,Кольцо вуду
1997,Прессованное войлочное одеяние
1998,Направляющий посох Кровавого скальпа
2000,Принцип
2004,Записи Грелина Белоборода
2005,Первое предание троллей
2006,Второе предание троллей
2007,Третье предание троллей
2008,Четвертое предание троллей
2011,Крученая сабля
2013,Костемогильный посох
2014,Большой меч из черного металла
2015,Черная металлическая секира
2016,Пыльный плетеный доспех
2017,Светящиеся кожаные наручи
2018,Скелетный длинный меч
2020,Клинок Полого клыка
2024,Эспадон
2025,Зазубренный топор
2026,Скальный молот
2027,Ятаган
2028,Молот
2029,Колун
2030,Кривой посох
2032,Галланские манжеты
2033,Сапоги посла
2034,Одеяния ученого
2035,Меч Ночного Неба
2036,Пыльные шахтерские перчатки
2037,Сапоги проходчика
2039,Кольцо равнин
2040,Защитник тролля
2041,Мундир Западного Края
2042,Посох Западного Края
2043,Кольцо неприкаянных духов
2044,Полумесяц неприкаянных духов
2046,Кукри Синежабрых
2047,Одноручный топор Старой Наковальни
2048,Молот Старой Наковальни
2054,Одноручный топор трогга
2055,Небольшой деревянный молот
2057,Зазубренный короткий меч Братства Справедливости
2058,Кувалда Казона
2059,Плащ стражника
2064,Дубина троггов
2065,Клинок Каменной челюсти
2066,Секира-череп
2067,Посох обморожения
2069,Жилет из шкуры черного медведя
2070,Дарнасский блю
2072,Дворфийский магический посох
2073,Дворфийская секира
2074,Твердый клинок
2075,Тяжелая палица
2077,Магический посох
2078,Северный короткий меч
2079,Боевой молот сержанта
2080,Курганный топор
2081,"Monster - Torch, Offhand"
2082,Джутовый мешок Бацбаха
2084,Полуторный меч из темной стали
2085,Кусок мяса
2087,Прочный панцирь краба
2088,Длинная ножка краба
2089,Резной кинжал
2091,Волшебная пыль
2092,Иссеченный кинжал
2098,Двуствольный дробовик
2099,Дворфийская пищаль
2100,Пристрелянный огнестрел
2101,Легкий колчан
2102,Небольшой подсумок
2105,Рубашка головореза
2108,Кожаный жилет Снежной Гривы
2109,Плетеный нагрудник Снежной Гривы
2110,Светлое одеяние мага-кузнеца
2112,Жакет дровосека
2113,Записка Калора
2114,Снеговое одеяние
2117,Тонкие матерчатые ботинки
2119,Тонкие матерчатые перчатки
2120,Тонкие матерчатые штаны
2121,Тонкая стеганая куртка
2122,Потрескавшийся кожаный пояс
2123,Потрескавшиеся кожаные сапоги
2124,Потрескавшиеся кожаные наручи
2125,Потрескавшиеся кожаные перчатки
2126,Потрескавшиеся кожаные штаны
2127,Потрескавшийся кожаный жилет
2128,Поцарапанный клеймор
2129,Большой круглый щит
2130,Дубина
2131,Короткий меч
2132,Короткий посох
2133,Маленький щит
2134,Одноручный топор
2136,Сотворенная чистая вода
2137,Нож для выстругивания
2138,Заостренный нож для бумаг
2139,Кортик
2140,Нож-резак
2141,Квирбуллийский жилет
2142,Квирбуллийский пояс
2143,Квирбуллийские сапоги
2144,Квирбуллийские наручи
2145,Квирбуллийские перчатки
2146,Квирбуллийские штаны
2148,Полированный чешуйчатый пояс
2149,Полированные чешуйчатые сапоги
2150,Полированные чешуйчатые наручи
2151,Полированные чешуйчатые перчатки
2152,Полированные чешуйчатые поножи
2153,Полированная чешуя
2154,"\""Повесть о Моргане Ладиморе\"""
2156,Стеганые сапоги
2158,Стеганые перчатки
2159,Стеганые штаны
2160,Стеганые доспехи
2161,Книга с фермы Свена
2162,Кольцо Сары
2163,Теневой клинок
2164,Потрошитель
2165,Попона старой Савраски
2166,Поножи главаря
2167,Перчатки старшины
2168,Сапоги трупа
2169,Шип-клинок
2172,Крестьянский пояс
2173,Старый кожаный пояс
2175,Боевой топор Темношкуров
2184,Monster - Dagger Basic
2186,Пояс экипировщика
2187,Пачка писем
2188,Письмо Грелину Белобороду
2194,Алмазный молот
2195,Нож Старой Наковальни
2203,Секач сломанного когтя
2204,Штык Сломанного когтя
2205,Мраконосец
2207,Джамбия
2208,Короткий кинжал
2209,Крис
2210,Изношенный кулачный щит
2211,Большой гнутый щит
2212,Потрескавшийся кулачный щит
2213,Старый большой щит
2214,Деревянный кулачный щит
2215,Деревянный щит
2216,Простой кулачный щит
2217,Прямоугольный щит
2218,Кинжал ремесленника
2219,Маленький круглый щит
2220,Коробчатый щит
2221,Тарг
2222,Крепкий щит
2223,Расписание Вымогателя
2224,Кинжал ополчения
2225,Острый кухонный нож
2226,Посох огрского мага
2227,Тяжелая огрская секира
2230,Перчатки Брауна
2231,Инфернальное одеяние
2232,Сапоги Вестника Тьмы
2233,Поножи Тенеткача
2234,Броня Ночного Странника
2235,Сломанный коготь
2236,Черный клык
2237,Заплатанные штаны
2238,Штаны Сорванца
2239,Кольцо вымогателя
2240,Рваная накидка
2241,Накидка десперадо
2243,Рука Эдварда Странного
2244,Клинок Крола
2245,Шлем Нарва
2246,Перстень мирмидона
2249,Кулачный щит народного ополчения
2250,Темные пирожки с крабами
2251,Липкая паучья лапка
2252,Различные припасы гоблинов
2254,Обледенелый боевой молот
2256,Скелетная дубина
2257,Посох Снежной Гривы
2258,Короткий меч Снежной Гривы
2259,Дубина Снежной гривы
2260,Одноручный топор Снежной Гривы
2262,Перстень Керна
2263,Фитоклинок
2264,Оплечье воров
2265,Топор Камнедробов
2266,Кинжал Камнедробов
2267,Палица Камнедробов
2268,Клинок Камнедробов
2271,Посох Благословенного Провидца
2273,Партизанская броня
2274,Перчатки подрывника
2275,Испорченный капюшон часового
2276,Сапоги тиноброда
2277,Поножи некроманта
2278,Эполеты лесного следопыта
2280,Трость Кэма
2281,Кремниевый топор Родентии
2282,Короткий меч Родентии
2283,Крысиный матерчатый пояс
2284,Крысиный матерчатый плащ
2287,Окорок
2288,Сотворенная свежая вода
2289,Свиток силы II
2290,Свиток интеллекта II
2291,Канг Обезглавливатель
2292,Некрологические одеяния
2295,Большой клык вепря
2296,Рыло большого кровоклыка
2299,Горящая секира
2300,Тисненый кожаный жилет
2302,Рукодельные кожаные сапоги
2303,Рукодельные кожаные штаны
2304,Накладки из тонкой кожи
2305,испорченный легкий зимний плащ
2306,Испорченные легкие зимние сапоги
2307,Тонкие кожаные сапоги
2308,Тонкий кожаный плащ
2309,Тисненые кожаные сапоги
2310,Тисненый кожаный плащ
2311,Белый кожаный жакет
2312,Тонкие кожаные перчатки
2313,Накладки из жесткой кожи
2314,Укрепленный кожаный доспех
2315,Темные кожаные сапоги
2316,Темный кожаный плащ
2317,Темный кожаный мундир
2318,Тонкая кожа
2319,Жесткая кожа
2320,Грубая нить
2321,Тонкая нить
2324,Отбеливатель
2325,Черная краска
2326,Сплетенные из плюща наручи
2327,Прочные кожаные наручи
2361,Иссеченный в бою молот
2362,Старый деревянный щит
2364,Тканый жилет
2366,Тканые штаны
2367,Тканые сапоги
2369,Тканые перчатки
2370,Изношенная кожаная портупея
2371,Изношенный кожаный пояс
2372,Изношенные кожаные штаны
2373,Изношенные кожаные сапоги
2374,Изношенные кожаные наручи
2375,Изношенные кожаные перчатки
2376,Старый щит истопника
2377,Круглый кулачный щит
2378,Палец скелета
2379,Потускневший плетеный нагрудник
2380,Потускневший плетеный пояс
2381,Потускневшие плетеные поножи
2382,Сердце Бальзамировщика
2383,Потускневшие плетеные сапоги
2384,Потускневшие плетеные наручи
2385,Потускневшие плетеные перчатки
